row-order,course,course-code,course-profile-mastery-percent,unit,module,topic-id,topic-code,topic-number,topic-name,course-map-index,layer,profile-role,relation-to-334,pre-334-order,min-steps-to-334,max-steps-to-334,direct-prerequisite-ids,direct-profile-topic-ids,estimated-remaining-topic-weight,completed,last-completed-at,mastery-status,mastery-evidence,queue-position,queue-course,queue-prerequisite-for
527,6th Grade Math,6GM,,2. The Number System- Whole Number Division,2.2. Dividing Whole Numbers by Two-Digit Numbers,2329,6GM.2.2.1,2.2.1,Three-Digit by Two-Digit Division,35,19,calculus-ii-prerequisite,blocker,177,10,32,536;541,536;541,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
528,Prealgebra,PAL,,1. Ratios & Percentages,1.4. Percentages,2451,PAL.1.4.2,1.4.2,Converting Between Percentages and Fractions,17,19,calculus-ii-prerequisite,blocker,178,17,19,562,562,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
529,Prealgebra,PAL,,2. The Number System,2.3. Number Theory,2805,PAL.2.3.1,2.3.1,"Divisibility of Integers by 2, 5, 10, 4, and 8",48,19,calculus-ii-prerequisite,blocker,179,15,21,536;2396,536;2396,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
530,Prealgebra,PAL,,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,644,PAL.4.2.1,4.2.1,Identifying Like Terms in Linear Expressions,98,19,calculus-ii-prerequisite,blocker,180,13,28,645,645,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
531,Prealgebra,PAL,,6. Geometry,6.1. Introduction to Geometry,3872,PAL.6.1.1,6.1.1,Units of Area and Volume,137,19,calculus-ii-prerequisite,blocker,181,15,16,236;2321;2403,236;2321;2403,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
532,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,2380,5GM.4.1.7,4.1.7,Multiplying Mixed Numbers by Fractions,48,20,calculus-ii-prerequisite,blocker,182,17,19,2379,2379,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
533,5th Grade Math,5GM,,5. Decimals,5.1. Decimals,3585,5GM.5.1.9,5.1.9,Rounding Up Decimals,76,20,calculus-ii-prerequisite,blocker,183,9,37,2325;3900,2325;3900,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
534,5th Grade Math,5GM,,6. Multiplying & Dividing Decimals,6.1. Multiplying Decimals,2346,5GM.6.1.4,6.1.4,Multiplying a Decimal by a One-Digit Whole Number,89,20,calculus-ii-prerequisite,blocker,184,14,36,2323;2409;4788,2323;2409;4788,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
535,5th Grade Math,5GM,,6. Multiplying & Dividing Decimals,6.2. Dividing Decimals,2289,5GM.6.2.2,6.2.2,Dividing Decimals by Powers of Ten Using Decimal Point Placement,95,20,calculus-ii-prerequisite,blocker,185,11,35,2318;2323,2318;2323,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
536,6th Grade Math,6GM,,3. The Number System- Dividing Fractions,3.1. Dividing Fractions and Whole Numbers,2377,6GM.3.1.4,3.1.4,Dividing Whole Numbers by Fractions,43,20,calculus-ii-prerequisite,blocker,186,10,32,533;2388;2412;2459,533;2388;2412;2459,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
537,6th Grade Math,6GM,,3. The Number System- Dividing Fractions,3.2. Dividing Fractions,2438,6GM.3.2.2,3.2.2,Dividing Fractions Using Models,47,20,calculus-ii-prerequisite,blocker,187,10,32,2359;2412;2436;4698,2359;2412;2436;4698,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
538,6th Grade Math,6GM,,4. The Number System- Decimals,4.3. Decimal Division,2335,6GM.4.3.1,4.3.1,Division of Whole Numbers With Decimal Quotients,65,20,calculus-ii-prerequisite,blocker,188,11,33,540;2344,540;2344,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
539,Prealgebra,PAL,,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,3679,PAL.2.1.3,2.1.3,Subtracting a Positive Fraction From a Smaller Fraction,32,20,calculus-ii-prerequisite,blocker,189,13,32,327;525;3720,327;525;3720,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
540,Prealgebra,PAL,,2. The Number System,2.3. Number Theory,3543,PAL.2.3.2,2.3.2,"Divisibility of Integers by 3, 9, 6, and 7",49,20,calculus-ii-prerequisite,blocker,190,14,20,2805,2805,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
541,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,2381,5GM.4.1.8,4.1.8,Multiplying Mixed Numbers,49,21,calculus-ii-prerequisite,blocker,191,16,18,2380,2380,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
542,5th Grade Math,5GM,,5. Decimals,5.2. Adding and Subtracting Decimals,2326,5GM.5.2.1,5.2.1,Estimating Decimal Addition and Subtraction,79,21,calculus-ii-prerequisite,blocker,192,16,36,3585;3879;3880,3585;3879;3880,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
543,6th Grade Math,6GM,,3. The Number System- Dividing Fractions,3.2. Dividing Fractions,2382,6GM.3.2.3,3.2.3,Dividing Fractions,48,21,calculus-ii-prerequisite,blocker,193,9,31,2369;2377;2438,2369;2377;2438,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
544,6th Grade Math,6GM,,4. The Number System- Decimals,4.2. Decimal Multiplication,2347,6GM.4.2.1,4.2.1,Multiplying a Decimal by a Multi-Digit Whole Number,61,21,calculus-ii-prerequisite,blocker,194,13,35,383;2346,383;2346,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
545,6th Grade Math,6GM,,4. The Number System- Decimals,4.3. Decimal Division,548,6GM.4.3.7,4.3.7,Estimating Decimal Division,71,21,calculus-ii-prerequisite,blocker,195,12,34,536;2289;3585,536;2289;3585,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
546,Prealgebra,PAL,,1. Ratios & Percentages,1.2. Unit Rates,557,PAL.1.2.1,1.2.1,Unit Rates,8,21,calculus-ii-prerequisite,blocker,196,10,21,552;2289,552;2289,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
547,Prealgebra,PAL,,1. Ratios & Percentages,1.4. Percentages,2452,PAL.1.4.3,1.4.3,Converting Between Percentages and Decimals,18,21,calculus-ii-prerequisite,blocker,197,17,19,562;2289,562;2289,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
548,Prealgebra,PAL,,2. The Number System,2.3. Number Theory,829,PAL.2.3.5,2.3.5,Prime Factors,52,21,calculus-ii-prerequisite,blocker,198,13,19,840;3543,840;3543,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
549,5th Grade Math,5GM,,4. Multiplying & Dividing Fractions,4.1. Multiplying Fractions,3762,5GM.4.1.9,4.1.9,Multiplying Mixed Numbers: Word Problems,50,22,calculus-ii-prerequisite,blocker,199,15,17,567;2381,567;2381,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
550,6th Grade Math,6GM,,4. The Number System- Decimals,4.1. Decimal Addition,326,6GM.4.1.1,4.1.1,Adding Decimals,57,22,calculus-ii-prerequisite,blocker,200,16,35,2326;3916,2326;3916,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
551,6th Grade Math,6GM,,4. The Number System- Decimals,4.1. Decimal Addition,109,6GM.4.1.2,4.1.2,Subtracting Decimals,58,22,calculus-ii-prerequisite,blocker,201,15,34,2326,2326,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
552,6th Grade Math,6GM,,4. The Number System- Decimals,4.2. Decimal Multiplication,111,6GM.4.2.2,4.2.2,Multiplying Two-Digit Decimals,62,22,calculus-ii-prerequisite,blocker,202,12,34,2347,2347,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
553,6th Grade Math,6GM,,4. The Number System- Decimals,4.3. Decimal Division,551,6GM.4.3.3,4.3.3,Dividing Decimals Using Place Value Strategies,67,22,calculus-ii-prerequisite,blocker,203,11,33,548;3898,548;3898,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
554,Prealgebra,PAL,,1. Ratios & Percentages,1.4. Percentages,2453,PAL.1.4.4,1.4.4,Finding Part of a Number Given a Whole and a Percentage,19,22,calculus-ii-prerequisite,blocker,204,16,18,2329;2347;2378;2451;2452;2459,2329;2347;2378;2451;2452;2459,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
555,Prealgebra,PAL,,2. The Number System,2.2. Multiplication and Division of Rational Numbers,298,PAL.2.2.1,2.2.1,Multiplying Positive Numbers With Negative Numbers,39,22,calculus-ii-prerequisite,blocker,205,12,34,2347;2442,2347;2442,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
556,Prealgebra,PAL,,2. The Number System,2.3. Number Theory,4250,PAL.2.3.6,2.3.6,The Fundamental Theorem of Arithmetic,53,22,calculus-ii-prerequisite,blocker,206,12,18,829;2321,829;2321,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
557,6th Grade Math,6GM,,4. The Number System- Decimals,4.1. Decimal Addition,2339,6GM.4.1.3,4.1.3,Addition With Unequal Numbers of Decimals,59,23,calculus-ii-prerequisite,blocker,207,15,34,326,326,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
558,6th Grade Math,6GM,,4. The Number System- Decimals,4.3. Decimal Division,549,6GM.4.3.4,4.3.4,Dividing Decimals Using the Standard Algorithm,68,23,calculus-ii-prerequisite,blocker,208,10,32,551;2335,551;2335,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
559,Prealgebra,PAL,,1. Ratios & Percentages,1.4. Percentages,2454,PAL.1.4.5,1.4.5,Finding Part of a Number Given a Whole and a Percentage: Word Problems,20,23,calculus-ii-prerequisite,blocker,209,15,17,540;2453,540;2453,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
560,Prealgebra,PAL,,2. The Number System,2.2. Multiplication and Division of Rational Numbers,3718,PAL.2.2.2,2.2.2,Multiplying Negative Numbers,40,23,calculus-ii-prerequisite,blocker,210,11,33,111;298;2378,111;298;2378,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
561,Prealgebra,PAL,,2. The Number System,2.3. Number Theory,811,PAL.2.3.7,2.3.7,Finding Greatest Common Factors Using Prime Factorization,54,23,calculus-ii-prerequisite,blocker,211,11,17,4250,4250,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
562,6th Grade Math,6GM,,4. The Number System- Decimals,4.1. Decimal Addition,2340,6GM.4.1.4,4.1.4,Subtraction With Unequal Numbers of Decimals,60,24,calculus-ii-prerequisite,blocker,212,14,33,109;2339,109;2339,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
563,6th Grade Math,6GM,,4. The Number System- Decimals,4.3. Decimal Division,2328,6GM.4.3.5,4.3.5,Dividing Three-Digit Decimals by Two-Digit Decimals,69,24,calculus-ii-prerequisite,blocker,213,9,31,549;2329,549;2329,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
564,Prealgebra,PAL,,2. The Number System,2.2. Multiplication and Division of Rational Numbers,330,PAL.2.2.3,2.2.3,Dividing With Negative Numbers,41,24,calculus-ii-prerequisite,blocker,214,10,32,3718,3718,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
565,Prealgebra,PAL,,3. Exponents & Radicals,3.1. Exponents,2174,PAL.3.1.1,3.1.1,Squaring Rational Numbers,56,24,calculus-ii-prerequisite,blocker,215,11,30,3718,3718,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
566,Prealgebra,PAL,,4. Algebraic Expressions,4.1. Algebraic Expressions,85,PAL.4.1.7,4.1.7,The Greatest Common Factor of Two Linear Expressions,97,24,calculus-ii-prerequisite,blocker,216,11,16,645;811;3721,645;811;3721,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
567,Prealgebra,PAL,,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,3680,PAL.2.1.4,2.1.4,Subtracting a Positive Decimal From a Smaller Decimal,33,25,calculus-ii-prerequisite,blocker,217,13,32,327;2340;3720,327;2340;3720,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
568,Prealgebra,PAL,,2. The Number System,2.2. Multiplication and Division of Rational Numbers,4136,PAL.2.2.4,2.2.4,Equivalent Fractions With Negative Numbers,42,25,calculus-ii-prerequisite,blocker,218,9,31,330,330,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
569,Prealgebra,PAL,,3. Exponents & Radicals,3.1. Exponents,2195,PAL.3.1.2,3.1.2,Cubing Rational Numbers,57,25,calculus-ii-prerequisite,blocker,219,10,29,2174,2174,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
570,Prealgebra,PAL,,3. Exponents & Radicals,3.5. Radicals,1822,PAL.3.5.1,3.5.1,The Square Root of a Perfect Square,80,25,calculus-ii-prerequisite,blocker,220,11,27,178;2174,178;2174,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
571,Prealgebra,PAL,,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,329,PAL.2.1.5,2.1.5,Adding a Positive Number to a Negative Number,34,26,calculus-ii-prerequisite,blocker,221,13,31,3679;3680,3679;3680,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
572,Prealgebra,PAL,,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,328,PAL.2.1.6,2.1.6,Adding a Negative Number,35,26,calculus-ii-prerequisite,blocker,222,12,30,3679;3680,3679;3680,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
573,Prealgebra,PAL,,2. The Number System,2.2. Multiplication and Division of Rational Numbers,3719,PAL.2.2.5,2.2.5,Dividing With Negative Decimals and Fractions,43,26,calculus-ii-prerequisite,blocker,223,8,30,2328;2382;4136,2328;2382;4136,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
574,Prealgebra,PAL,,3. Exponents & Radicals,3.1. Exponents,125,PAL.3.1.3,3.1.3,Exponents With Rational Bases,58,26,calculus-ii-prerequisite,blocker,224,12,28,2195,2195,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
575,Prealgebra,PAL,,3. Exponents & Radicals,3.5. Radicals,3552,PAL.3.5.2,3.5.2,Squaring a Square Root,81,26,calculus-ii-prerequisite,blocker,225,10,26,1822,1822,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
576,Prealgebra,PAL,,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,297,PAL.2.1.7,2.1.7,Subtracting a Negative Number,36,27,calculus-ii-prerequisite,blocker,226,12,30,329,329,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
577,Prealgebra,PAL,,2. The Number System,2.2. Multiplication and Division of Rational Numbers,2202,PAL.2.2.6,2.2.6,Reciprocals of Rational Numbers,44,27,calculus-ii-prerequisite,blocker,227,7,27,3719,3719,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
578,Prealgebra,PAL,,3. Exponents & Radicals,3.1. Exponents,322,PAL.3.1.4,3.1.4,The Zeroth Power,59,27,calculus-ii-prerequisite,blocker,228,11,27,125,125,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
579,Prealgebra,PAL,,3. Exponents & Radicals,3.2. The Rules of Exponents,2012,PAL.3.2.4,3.2.4,The Power of Product Rule for Exponents,65,27,calculus-ii-prerequisite,blocker,229,11,16,125,125,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
580,Prealgebra,PAL,,3. Exponents & Radicals,3.5. Radicals,1819,PAL.3.5.3,3.5.3,The Cube Root of a Perfect Cube,82,27,calculus-ii-prerequisite,blocker,230,9,25,2195;3552,2195;3552,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
581,Prealgebra,PAL,,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,134,PAL.4.2.2,4.2.2,Collecting Like Terms in Linear Expressions,99,27,calculus-ii-prerequisite,blocker,231,12,27,329;644,329;644,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
582,Prealgebra,PAL,,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,135,PAL.4.2.3,4.2.3,Applying the Distributive Law With Linear Expressions,100,27,calculus-ii-prerequisite,blocker,232,12,24,328;645;3718,328;645;3718,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
583,Prealgebra,PAL,,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,524,PAL.2.1.8,2.1.8,Additive Inverses of Numbers,37,28,calculus-ii-prerequisite,blocker,233,13,27,297;328,297;328,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
584,Prealgebra,PAL,,2. The Number System,2.1. Addition and Subtraction of Rational Numbers,1131,PAL.2.1.9,2.1.9,Solving Problems Using Addition and Subtraction of Rational Numbers,38,28,calculus-ii-prerequisite,blocker,234,15,17,297;328,297;328,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
585,Prealgebra,PAL,,2. The Number System,2.2. Multiplication and Division of Rational Numbers,323,PAL.2.2.8,2.2.8,Fractions of Fractions,46,28,calculus-ii-prerequisite,blocker,235,6,16,2202,2202,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
586,Prealgebra,PAL,,3. Exponents & Radicals,3.1. Exponents,652,PAL.3.1.5,3.1.5,Powers of Negative One,60,28,calculus-ii-prerequisite,blocker,236,10,26,322;2202,322;2202,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
587,Prealgebra,PAL,,3. Exponents & Radicals,3.4. Order of Operations,2561,PAL.3.4.1,3.4.1,Evaluating Rational Number Expressions Without Exponents,77,28,calculus-ii-prerequisite,blocker,237,11,29,297;299;328;2398;3719,297;299;328;2398;3719,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
588,Prealgebra,PAL,,3. Exponents & Radicals,3.5. Radicals,2204,PAL.3.5.4,3.5.4,Surds,83,28,calculus-ii-prerequisite,blocker,238,8,24,1819;3585,1819;3585,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
589,Prealgebra,PAL,,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,3847,PAL.4.2.4,4.2.4,The Distributive Law With Three Terms,101,28,calculus-ii-prerequisite,blocker,239,11,23,135,135,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
590,Prealgebra,PAL,,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,138,PAL.4.2.6,4.2.6,Simplifying Linear Expressions Using the Distributive Law,103,28,calculus-ii-prerequisite,blocker,240,11,18,134;135,134;135,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
591,Algebra I,AG1,,5. Rational Expressions & Equations,5.1. Rational Expressions,1297,AG1.5.1.1,5.1.1,Equivalent Expressions With Fractions,84,28,calculus-ii-prerequisite,blocker,241,11,17,135,135,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
592,Prealgebra,PAL,,2. The Number System,2.2. Multiplication and Division of Rational Numbers,1024,PAL.2.2.9,2.2.9,Solving Problems Using the Four Operations on Rational Numbers,47,29,calculus-ii-prerequisite,blocker,242,14,16,1131;2561;3762,1131;2561;3762,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
593,Prealgebra,PAL,,3. Exponents & Radicals,3.1. Exponents,3561,PAL.3.1.6,3.1.6,Negative Exponents,61,29,calculus-ii-prerequisite,blocker,243,9,25,652,652,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
594,Prealgebra,PAL,,3. Exponents & Radicals,3.4. Order of Operations,121,PAL.3.4.2,3.4.2,Evaluating Expressions With Positive Integer Exponents,78,29,calculus-ii-prerequisite,blocker,244,12,25,125;2475;2561,125;2475;2561,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
595,Prealgebra,PAL,,3. Exponents & Radicals,3.5. Radicals,3709,PAL.3.5.5,3.5.5,Simplifying Expressions With Surds,84,29,calculus-ii-prerequisite,blocker,245,7,23,2204,2204,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
596,Prealgebra,PAL,,3. Exponents & Radicals,3.6. The Rules of Radicals,1927,PAL.3.6.2,3.6.2,The Product Rule for Radicals,89,29,calculus-ii-prerequisite,blocker,246,10,11,2204,2204,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
597,Prealgebra,PAL,,3. Exponents & Radicals,3.6. The Rules of Radicals,2240,PAL.3.6.3,3.6.3,The Quotient Rule for Radicals,90,29,calculus-ii-prerequisite,blocker,247,10,11,2204,2204,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
598,Prealgebra,PAL,,4. Algebraic Expressions,4.1. Algebraic Expressions,64,PAL.4.1.3,4.1.3,Evaluating Linear Expressions,93,29,calculus-ii-prerequisite,blocker,248,10,28,2561;3721,2561;3721,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
599,Prealgebra,PAL,,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,137,PAL.4.2.5,4.2.5,Distributing the Negative Sign in a Linear Expression,102,29,calculus-ii-prerequisite,blocker,249,11,22,3847,3847,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
600,Prealgebra,PAL,,3. Exponents & Radicals,3.2. The Rules of Exponents,267,PAL.3.2.1,3.2.1,The Product Rule for Exponents,62,30,calculus-ii-prerequisite,blocker,250,8,24,3561,3561,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
601,Prealgebra,PAL,,3. Exponents & Radicals,3.4. Order of Operations,1987,PAL.3.4.3,3.4.3,Evaluating Expressions With Integer Exponents,79,30,calculus-ii-prerequisite,blocker,251,11,24,121;3561,121;3561,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
602,Prealgebra,PAL,,4. Algebraic Expressions,4.1. Algebraic Expressions,2183,PAL.4.1.4,4.1.4,Evaluating Rational Expressions,94,30,calculus-ii-prerequisite,blocker,252,10,21,64,64,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
603,Prealgebra,PAL,,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,3873,PAL.4.2.7,4.2.7,Simplifying Linear Expressions When a Group of Terms Is Subtracted,104,30,calculus-ii-prerequisite,blocker,253,10,17,137;138,137;138,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
604,Prealgebra,PAL,,4. Algebraic Expressions,4.2. Simplifying Linear Expressions,87,PAL.4.2.10,4.2.10,Factoring Linear Expressions,107,30,calculus-ii-prerequisite,blocker,254,10,15,85;137;2441,85;137;2441,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
605,Prealgebra,PAL,,5. Equations & Inequalities,5.1. Solving One-Step Linear Equations,1412,PAL.5.1.1,5.1.1,Solving Linear Equations by Trial and Error,108,30,calculus-ii-prerequisite,blocker,255,13,27,64,64,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
606,Algebra I,AG1,,1. Equations & Inequalities,1.2. Modeling With Linear Equations,2213,AG1.1.2.1,1.2.1,Interpreting Linear Expressions,5,30,calculus-ii-prerequisite,blocker,256,14,16,64;557;645;2454,64;557;645;2454,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
607,Algebra I,AG1,,1. Equations & Inequalities,1.3. Linear Inequalities,239,AG1.1.3.2,1.3.2,Interval Notation,13,30,calculus-ii-prerequisite,blocker,257,13,19,2204;2310;3709,2204;2310;3709,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
608,Prealgebra,PAL,,3. Exponents & Radicals,3.2. The Rules of Exponents,1224,PAL.3.2.3,3.2.3,The Power Rule for Exponents,64,31,calculus-ii-prerequisite,blocker,258,7,23,267,267,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
609,Prealgebra,PAL,,3. Exponents & Radicals,3.5. Radicals,589,PAL.3.5.6,3.5.6,Evaluating Numerical Expressions Containing Radicals,85,31,calculus-ii-prerequisite,blocker,259,10,23,1987;2204,1987;2204,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
610,Prealgebra,PAL,,5. Equations & Inequalities,5.1. Solving One-Step Linear Equations,65,PAL.5.1.2,5.1.2,Solving One-Step Addition and Subtraction Equations,109,31,calculus-ii-prerequisite,blocker,260,12,26,134;524;1412,134;524;1412,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
611,Prealgebra,PAL,,5. Equations & Inequalities,5.1. Solving One-Step Linear Equations,40,PAL.5.1.3,5.1.3,Solving One-Step Multiplication and Division Equations,110,31,calculus-ii-prerequisite,blocker,261,12,26,1412,1412,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
612,Algebra I,AG1,,1. Equations & Inequalities,1.3. Linear Inequalities,4028,AG1.1.3.3,1.3.3,Unbounded Intervals,14,31,calculus-ii-prerequisite,blocker,262,12,18,239,239,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
613,Algebra I,AG1,,5. Rational Expressions & Equations,5.1. Rational Expressions,68,AG1.5.1.2,5.1.2,Simplifying Rational Expressions,85,31,calculus-ii-prerequisite,blocker,263,10,16,1297;2183,1297;2183,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
614,Algebra I,AG1,,7. Absolute Value,"7.1. Absolute Value Expressions, Equations & Inequalities",96,AG1.7.1.1,7.1.1,Absolute Value Expressions,109,31,calculus-ii-prerequisite,blocker,264,12,13,64;1987,64;1987,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
615,Algebra I,AG1,,8. Exponential Functions,8.1. Rules of Exponents,71,AG1.8.1.2,8.1.2,The Product Rule for Exponents With Algebraic Expressions,124,31,calculus-ii-prerequisite,blocker,265,11,18,267;3721,267;3721,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
616,Prealgebra,PAL,,3. Exponents & Radicals,3.6. The Rules of Radicals,2607,PAL.3.6.1,3.6.1,Radicals as Fractional Exponents,88,32,calculus-ii-prerequisite,blocker,266,6,22,1224;3709,1224;3709,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
617,Prealgebra,PAL,,5. Equations & Inequalities,5.2. Solving Multi-Step Linear Equations,66,PAL.5.2.1,5.2.1,Solving Two-Step Equations,111,32,calculus-ii-prerequisite,blocker,267,11,25,40;65,40;65,0.00,0,,inferred-mastered,prerequisite-of-completed-or-checkmarked-topic,,,
